 Nature	 പ്രകൃതി
Party	പാര്ട്ടി
Party generator	പാര്ട്ടി ജനിതാവ്
Party changer	പാര്ട്ടി മാറുന്നവന്
Parthivan	പാര്ത്ഥിവന്‍
Parvanasraddham	പാര്വണശ്രാദ്ധം
Parvati	പാര്വതി
Side	പാര്ശ്വം
Parsi	പാര്സി
Parsi Temple	പാര്സി ക്ഷേത്രം
Goddess of Parsi	പാര്സി ദേവത
Parsi script	പാര്സി ലിപി
Parsis	പാര്സികള്
Lateral	പാര്‍ശ്വമൌലി
Rock	പാറ
Rock formation	പാറക്കൂട്ടം
Rock‌	പാറക്കെട്ട്‌
Rocky	പാറപ്പുള്ളി
Rocky place	പാറയുള്ള സ്ഥലം
Room room.	പാറാവുമുറി.
പാരാവു⁇	പാറാവു്‌
Parav	പാറാവ്
Parav	പാറാവ്‌
Cockroach.	പാറ്റ.
Patna district	പാറ്റനജില്ല
Patting and dropping	പാറ്റലും കൊഴിക്കലും
പാട്ടുതുണി	പാറ്റുതുണി
Patna	പാറ്റ്ന
Bridge	പാലം
Spinach	പാലകം
Guardian.	പാലകന്.
Guardian	പാലകന്‍
Palakkad	പാലക്കാട്
Palakjuhi	പാലക്ജൂഹി
Palank	പാലങ്ക്
Compliance	പാലനം
Palanapur	പാലനപുര്‍
Exodus	പാലയനക്കാരൻ
Cheese	പാലാട
Exodus power	പാലായന അധികാരം
Escape	പാലായനം
Pali	പാലി
Palitamandar	പാലിതമന്ദാര്‍
Milkless woman	പാലില്ലാത്ത സ്ത്രീ
Malnutrition	പാലിശോഷം
Giving milk and fruits	പാലും പഴവും കൊടുക്കൽ
Dairy	പാലുല്പ്പന്നം
Breastfeeding mother	പാലൂട്ടുന്ന അമ്മ
Milk	പാല്
Bowl of milk	പാല് പാത്രം
Milky woman	പാല് വറ്റിയ സ്ത്രീ
Milk thistle	പാല്കെഞ്ഞി
Cheese	പാല്ക്കട്ടി
Milk	പാല്ക്കുട്ടി
Milk tooth	പാല്പല്ല്
Milk thistle	പാല്പാടയസം
Dairy.	പാല്പ്പാട.
Milk	പാല്‍
Drinking milk	പാല്‍ കുടിപ്പിക്കൽ
Milk testing machine	പാല്‍ പരിശോധിക്കുന്ന യന്ത്രം
For milk	പാല്‍മുതക്ക്
Milk back	പാല്‍മുതുക്ക്
Rail	പാളം
പാളക്കയര്	പാളക്കയര്
പാളക്കയർ	പാളക്കയര്‍
Camp	പാളയം
Layer	പാളി
Spoiled	പാളിച്ച
Waste	പാഴ്ക്കനവ്
Waste	പാഴ്ചെലവു്‌
Waste.	പാഴ്പ്പുല്ല്.
Waste	പാഴ്വസ്തു
Waste	പാഴ്വസ്തുക്കള്‍
Parsi	പാഴ്സി
Parsi language	പാഴ്സി ഭാഷ
Parsi religion	പാഴ്സി മതം
Cemetery of the Parsis	പാഴ്സികളുടെശ്മശാനം
Puppet	പാവ
Puppetry	പാവകളി
Puppetry	പാവക്കൂത്ത്
Poor woman	പാവപ്പെട്ട സ്ത്രീ
Poor thing	പാവപ്പെട്ടവന്
bitter gourd	പാവയ്ക്ക
Skirt	പാവാട
Skirt.	പാവാട.
Pavi Myna	പാവി മൈന
Pav	പാവ്
പാവട്ട	പാവ്ട
The rope	പാശം
The rope.	പാശം.
Pasupatha Upanishad	പാശുപത ഉപനിഷത്
Pasupatha juice	പാശുപത രസം
Pasupatastra	പാശുപതാസ്ത്രം
Western	പാശ്ചാത്യം
Passionate	പാഷണ്ടൻ
Stone	പാഷാനം
Passport	പാസ്പോര്ട്ട്
Passbook	പാസ്ബുക്ക്
Pass	പാസ്സ്
Party Producer	പാർട്ടിനിർമ്മാതാവ്
Parthiv	പാർത്ഥിവ്
Parliament	പാർലമെന്റ്
Parliament House	പാർലമെന്റ് മന്ദിരം
Parvati	പാർവതി
Parshwanath	പാർശ്വനാഥ്
Milking cow	പാൽ തരുന്ന പശു
Palkova	പാൽകോവ
Milk jug	പാൽക്കലം
Milk jug	പാൽക്കുടം
Ph.D.	പി.എച്ഡി
PSU	പി.എസ്.യൂ
Pingala	പിംഗള
Picnic	പിക്കിനിക്ക്
Pichand	പിചണ്ഡം
Pichandi	പിചണ്ഡി
പിചു	പിചു
പിച്ചകം	പിച്ചകം
Brass	പിച്ചള
പിച്ചാങ്കത്തി	പിച്ചാങ്കത്തി
പിച്ചാത്തി	പിച്ചാത്തി
Pitch	പിച്ചി
Pitch and pitchfork	പിച്ചും പേയുമ്പറയല്‍
The one who speaks on the pitch	പിച്ചുംപേയും പറയുന്നവന്‍
Uncooked pumpkin	പിഞ്ചു മത്തങ്ങ
പിഞ്ചുമാങ്ങ	പിഞ്ചുമാങ്ങ
Pinch	പിഞ്ഛം
Pinjusham	പിഞ്ജുഷം
Back	പിഞ്ഞാണം
പിടകം	പിടകം
Hen.	പിടക്കോഴി.
പിടച്ചില്	പിടച്ചില്
Catch	പിടയുക
പിടലി	പിടലി
Pt	പിടി
Pull the grip	പിടി വലി
പിടികിട്ടാപുള്ളി	പിടികിട്ടാപുള്ളി
Capture	പിടികൂടല്‍
Capture	പിടിക്കല്‍
Capture	പിടിച്ചടക്കല്
Capture	പിടിച്ചടക്കല്‍
Hold on	പിടിച്ചു നില്പ്പ്
Caught and snatched	പിടിച്ചു പറി
Abduction	പിടിച്ചുപറിക്കല്
Abductor	പിടിച്ചുപറിക്കാരന്
Seizure	പിടിത്തം
Captors	പിടിത്തക്കാര്
Capture	പിടിത്തക്കൂലി
Planting	പിടിപ്പിക്കല്
Caught	പിടിമൊന്ത
The female	പിടിയാന
Arrested	പിടിയില്
Grip crutch	പിടിയുള്ള ഊന്നുവടി
Seizures	പിടിവലി
The catch	പിടുക്ക്
Carcass	പിണം
Carcass.	പിണം.
Quarrel	പിണക്കം
Pinaran Puli	പിണറന് പുളി
The back	പിണ്ടം
Mass	പിണ്ഡം
Mass	പിണ്ഡംവയ്ക്കല്
Cake	പിണ്ണാക്ക്
Cake floor	പിണ്ണാക്ക് തറ
Grandfather	പിതാമഹന്‍
Father	പിതാവ്
Paternal debt	പിതൃ ഋണം
The patriarch	പിതൃകൊലയാളി
Fathers	പിതൃക്കള്
Father's House	പിതൃഗൃഹം
Patriarch	പിതൃഘാതകന്‍
Patriarchy	പിതൃതര്പ്പണം
Fatherland.	പിതൃതിഥി.
പിതൃപസു.	പിതൃപസു.
Father	പിതൃപിതാവ്‌
Father's nephew.	പിതൃസഹോദര പുത്രന്.
Paternal sister	പിതൃസഹോദരി
Paternal uncle.	പിതൃസഹോദരിഭർത്താവ്.
Cousin son (brother)	പിതൃസഹോദരീ പുത്രന്‍ (സഹോദരന്)
Patrimony	പിതൃസ്വത്ത്
Daughter (sister) of paternal aunt.	പിതൃഹോദരിയുടെ മകള്‍(സഹോദരി).
Bile cough	പിത്ത ചുമ
Bile fever	പിത്ത ജ്വരം
Bile expert vision	പിത്ത വിദഗ്ധ ദൃഷ്ടി
Bile secretion	പിത്ത സ്രാവം
Bile	പിത്തം
Gallstones	പിത്തക്കല്ല്
Bile duct	പിത്തനാഡി
Bile	പിത്തരസം
Brass	പിത്തലാട്ടക്കാരന്‍
Brass pot	പിത്തള കുടം
Gallbladder	പിത്തശൂലം
Gallbladder fever	പിത്തശ്ലേഷ്മജ്വരം
Gallstones	പിത്തശ്ലേഷ്മാല്വണ
Gallbladder	പിത്തസഞ്ചി
Gall tree	പിത്തഹാരി മരം
Bile	പിത്താണ്ഡം
Biliary diarrhea	പിത്താതിസാരം
Gallstones	പിത്താഭിസ്യംദ
Brass disease	പിത്താൾ രോഗം
പിത്തോദരം	പിത്തോദരം
പിത്സത്⁇	പിത്സത്‌
Pinakam	പിനാകം
Pinaki	പിനാകി
The back curtain	പിന് തിരശ്ശീല
Rear cushion	പിന്കുഷ്യന്
Successor	പിന്ഗാമി
Support	പിന്താങ്ങല്
Follow	പിന്തുടരല്
Follower.	പിന്തുടര്ച്ചക്കാരന്.
Support	പിന്തുണ
Playback singer	പിന്നണി ഗായകന്
Background fighter	പിന്നണി പോരാളിൾ
Back	പിന്നറ്റം
Back	പിന്നാമ്പുറം
The one who comes after	പിന്നാലെ വരുന്നവൻ
Pinni	പിന്നി
The grief that comes later	പിന്നീടുണ്ടാകുന്ന ദുഃഖം
The desire for the latter	പിന്നീടുള്ള ആഗ്രഹം
Backwardness	പിന്നോക്കാവസ്ഥ
Reversal	പിന്നോട്ടിഴയല്‍
Rear	പിന്ഭാഗം
Posterity	പിന്മുറക്കാര്
Lame bull with hind legs	പിന്‍ കാലില്‍ മുടന്തുള്‍ള  കാള
Follow-up	പിന്‍ തുടര്ച്ച
Backstage	പിന്‍കാൽതൊഴി
Pipasa	പിപാസ
പിപീതകി	പിപീതകി
Piano	പിയാനോ
Pear tree	പിയാര മരം
Piazza	പിയാസാല
Neck	പിരടി
Pyramid	പിരമിഡ്
പിരമ്പു⁇	പിരമ്പു്‌
പിരമ്പ്⁇	പിരമ്പ്‌
പിരാക്കു്.	പിരാക്കു്.
പിരാക്കു⁇	പിരാക്കു്‌
പിരി	പിരി
Collection	പിരിക്കല്
Collection	പിരിക്കൽ
Collected	പിരിച്ചെടുത്തകരം
Collected toll	പിരിച്ചെടുത്തചുങ്കം
Divide and conquer	പിരിഞ്ഞ് ഓടൽ
Stress	പിരിമുറുക്കം
Medication to relieve stress	പിരിമുറുക്കം മാറ്റാനുള്ള മരുന്ന്
പിരിയല്	പിരിയല്
പിരിയാണി	പിരിയാണി
Collection	പിരിവുശാല
Collection	പിരിവ്
Birthday	പിറന്നാള്‍
Birthday	പിറന്നാ‍ള്‍‍
Murmur	പിറുപിറുപ്പ്
Pilu	പിലു
Split	പിളര്പ്പ്
Pillavatam	പിള്ളവാതം
Fine	പിഴ
Penalty	പിഴ ശിക്ഷ
Wrong offspring	പിഴച്ചുണ്ടായ സന്തതി
Correction	പിഴതിരുത്തല്‍
Fines	പിഴപ്പണം
Penalty	പിഴയെടുക്കല്
Error	പിഴവു്‌
Penalty	പിഴശിക്ഷ
Extraction	പിഴുതെടുക്കൽ
The devil	പിശാചി
The Devil's World	പിശാചുലോകം
The devil	പിശാചു്
The devil	പിശാച്
The devil	പിശാച്‌
Thick	പിശിതം
Stingy	പിശുക്കന്
Stingy	പിശുക്കന്‍
Greed	പിശുക്ക്
Greed	പിശുനം
പിശുനന്	പിശുനന്
Diabetes mellitus	പിഷ്ഠപ്രമേഹം
Pisora	പിസൊര
Pistachio	പിസ്ത
Pistol.	പിസ്റ്റല്.
Piston	പിസ്റ്റൺ
Piston Road	പിസ്റ്റൺ റോഡ്
Pin support	പിൻ താങ്ങൽ
P.	പീ
Peach tube	പീച്ചാംകുഴല്
Peaches.	പീച്ചില്.
Pigeon needle	പീജൻ സൂചി
Persecution	പീടാനുഭവം
Peedika	പീടിക
Pedestal	പീഠം
Pedestal	പീഠപ്പലക
Platform construction	പീഠപ്പലക നിര്‍മ്മാണം
Plateau	പീഠഭൂമി
Torture	പീഡ
Persecution	പീഡനം
Suffering	പീഡാനുഭൂതി
Torture	പീഢനം
The oppressed	പീഢിതവര്ഗ്ഗം
Peeta	പീത
Peetam	പീതം
Torture	പീതനം
Peetamastak	പീതമസ്തക്
Peetambaram / yellow cloth	പീതാംബരം/ മഞ്ഞതുണി
Peethi	പീതി
Peanuts	പീനസം
Peanuts	പീനസ്കന്ദം
Barrel	പീപ്പി
Piyusham.	പീയുഷം.
Cannon	പീരങ്കി
There are cannons	പീരങ്കി ഉണ്ട
Period	പീരിയേഡ്
Peer	പീര്‍
Peeling	പീലിഭീത
പീലീഭീതജില്ല	പീലീഭീതജില്ല
Peel	പീലു
Peel Raga	പീലു രാഗം
Peeluparni	പീലുപര്ണ്ണി
Peeluparni.	പീലുപര്ണ്ണി.
Peel	പീള
പീളകെട്ടിയവൻ	പീളകെട്ടിയവന്‍
